,firstName,lastName,commonName,height,skillMoves,weakFootAbility,preferredFoot,leagueName,weight,alternatePositions_0_label,playerAbilities_0_label,playerAbilities_0_description,playerAbilities_0_type_label,playerAbilities_1_label,playerAbilities_1_description,playerAbilities_1_type_label,playerAbilities_2_label,playerAbilities_2_description,playerAbilities_2_type_label,playerAbilities_3_label,playerAbilities_3_description,playerAbilities_3_type_label,playerAbilities_4_label,playerAbilities_4_description,playerAbilities_4_type_label,playerAbilities_5_label,playerAbilities_5_description,playerAbilities_5_type_label,playerAbilities_6_label,playerAbilities_6_description,playerAbilities_6_type_label,nationality,team_name,position_name,position_positionType_name,acceleration,agility,jumping,stamina,strength,aggression,balance,ballControl,composure,crossing,defensiveAwareness,dribbling,finishing,freeKickAccuracy,gkDiving,gkHandling,gkKicking,gkPositioning,gkReflexes,headingAccuracy,longPassing,penalties,positioning,reactions,shortPassing,shotPower,standingTackle,vision,volleys,alternatePositions_1_label,alternatePositions_2_label
848,Marc,Roca Junqué,Marc Roca,184,3,3,2,LALIGA EA SPORTS,81,Center Midfielder,,,,,,,,,,,,,,,,,,,,,,Spain,Real Betis,Center Defensive Midfielder,Midfielder,53,65,71,75,75,74,65,77,77,67,76,74,63,52,12,11,11,10,8,69,80,68,62,76,80,75,77,78,44,,
849,Dwight,McNeil,,183,3,2,2,Premier League,68,Center Attacking Midfielder,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Whipped Pass,"Accurate, faster crosses with more curve",Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,,,,,,,,,,,,,England,Everton,Left Midfielder,Midfielder,68,75,68,84,64,57,72,79,76,82,57,81,73,74,6,14,14,12,14,59,75,62,75,76,78,83,60,80,57,Right Midfielder,Left Wing
850,Melvin,Bard,,173,3,3,2,Ligue 1 McDonald's,65,Left Midfielder,Whipped Pass,"Accurate, faster crosses with more curve",Play Style,Intercept,Increased reach and possession retention in interceptions,Play Style,Slide Tackle,Stops ball at feet during slide tackles,Play Style,Long Throw,Powerful throw-ins for greater distance,Play Style,,,,,,,,,,France,OGC Nice,Left Back,Defense,77,73,76,81,74,77,80,75,70,75,76,73,45,33,12,12,5,7,14,59,68,45,69,75,74,70,78,64,40,Center Back,
851,Mark,Flekken,,195,1,4,1,Bundesliga,87,,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Footwork,"Exclusive foot saves, better performance on low shots",Play Style,,,,,,,,,,,,,,,,Holland,Leverkusen,Goalkeeper,Defense,29,34,63,28,72,32,38,34,62,14,15,12,16,12,79,76,80,76,80,11,56,23,14,74,54,60,13,51,14,,
852,Anthony,Caci,,185,3,5,1,Bundesliga,76,Right Midfielder,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,,,,,,,,,,,,,,,,,,,France,1. FSV Mainz 05,Right Back,Defense,70,68,79,90,72,68,70,76,70,75,74,71,57,48,11,9,12,7,8,73,74,52,69,76,74,63,77,68,47,Center Back,
853,Jhon,Arias,,168,3,4,1,Premier League,70,Center Attacking Midfielder,Press Proven,"Close control at jog speed, shields ball more effectively",Play Style,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",Play Style,,,,,,,,,,,,,,,,Colombia,Wolves,Right Wing,Attack,86,90,74,78,72,45,88,76,76,76,45,78,75,63,7,7,7,6,15,48,69,70,75,76,76,79,32,77,68,Left Wing,Right Midfielder
854,Amine,Adli,,174,4,3,2,Premier League,72,Left Midfielder,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,,,,,,,,,,,,,,,,Morocco,AFC Bournemouth,Striker,Attack,87,86,91,64,67,73,84,82,71,66,44,83,79,52,10,8,14,8,12,74,63,68,78,76,75,79,38,73,67,Center Attacking Midfielder,
855,Xherdan,Shaqiri,,169,5,4,2,Brack Super League,72,Right Wing,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Power Shot,Faster power shots with increased speed,Play Style,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",Play Style,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,Play Style,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Inventive,Fancy and Trivela passes are performed with improved accuracy.,Play Style,,,,Switzerland,FC Basel 1893,Center Attacking Midfielder,Midfielder,69,73,69,73,80,55,85,83,80,79,30,80,79,88,13,12,12,11,11,45,79,78,76,68,80,87,45,82,75,Center Midfielder,
856,Nicolás,Tagliafico,,172,3,2,2,Ligue 1 McDonald's,65,Left Midfielder,Slide Tackle,Stops ball at feet during slide tackles,Play Style,,,,,,,,,,,,,,,,,,,Argentina,OL,Left Back,Defense,74,77,84,78,72,81,83,77,77,74,75,73,57,40,13,9,10,15,16,77,72,46,70,79,74,65,79,68,51,,
857,Leonardo,Fernández,,166,4,3,2,Libertadores,66,Striker,Power Shot,Faster power shots with increased speed,Play Style,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",Play Style,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,Play Style,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Tiki Taka,Accurate first-time Ground Passes,Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,,,,Uruguay,,Center Attacking Midfielder,Midfielder,78,82,63,68,64,57,83,76,68,73,46,78,80,85,12,8,14,7,14,40,76,74,78,72,81,88,45,77,55,,
858,Romeo,Lavia,,181,3,3,1,Premier League,76,Center Midfielder,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,,,,,,,,,,,,,,,,,,,Belgium,Chelsea,Center Defensive Midfielder,Midfielder,71,76,80,65,77,79,77,78,78,62,78,77,43,50,7,7,5,11,13,70,76,50,60,77,79,63,78,75,43,,
859,Lukas,Klostermann,,189,2,3,1,Bundesliga,90,Right Back,Quick Step,Faster acceleration during Explosive Sprint,Play Style,,,,,,,,,,,,,,,,,,,Germany,RB Leipzig,Center Back,Defense,81,62,88,72,78,70,60,72,69,70,81,71,55,22,8,12,10,7,7,75,62,32,68,80,74,58,80,55,41,,
860,Edson,Álvarez,,187,2,2,1,Trendyol Süper Lig,73,Center Midfielder,Block,Increased reach and success in blocking,Play Style,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",Play Style,Slide Tackle,Stops ball at feet during slide tackles,Play Style,Bruiser,Stronger physical tackles,Play Style,,,,,,,,,,Mexico,Fenerbahçe,Center Defensive Midfielder,Midfielder,64,60,79,72,80,86,68,76,76,64,76,72,57,40,7,11,10,7,6,82,76,65,56,77,78,74,79,69,63,,
861,Francisco José,Beltrán Peinado,Fran Beltrán,165,3,3,1,LALIGA EA SPORTS,64,Center Defensive Midfielder,Tiki Taka,Accurate first-time Ground Passes,Play Style,,,,,,,,,,,,,,,,,,,Spain,Celta,Center Midfielder,Midfielder,56,77,65,77,64,70,88,78,67,72,77,76,65,55,14,11,8,13,9,60,81,49,70,76,81,68,78,78,63,,
862,Yunus,Akgün,,173,4,3,2,Trendyol Süper Lig,65,Left Midfielder,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,Play Style,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",Play Style,Quick Step,Faster acceleration during Explosive Sprint,Play Style,,,,,,,,,,Turkey,Galatasaray,Right Midfielder,Midfielder,88,89,60,76,50,68,88,79,77,72,41,81,77,64,6,9,8,7,7,52,72,67,70,74,76,84,38,76,71,Center Attacking Midfielder,Right Wing
863,Samuel,Almeida Costa,Samú Costa,183,2,2,2,LALIGA EA SPORTS,75,Center Midfielder,Intercept,Increased reach and possession retention in interceptions,Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,Press Proven,"Close control at jog speed, shields ball more effectively",Play Style,,,,,,,,,,,,,Portugal,RCD Mallorca,Center Defensive Midfielder,Midfielder,65,67,79,82,76,81,64,76,66,58,74,69,59,52,6,7,12,14,9,71,76,54,64,74,79,79,78,71,50,,
864,Eduardo Gabriel,Aquino Cossa,Pepê,173,4,2,1,Liga Portugal,72,Right Midfielder,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,First Touch,"Reduced trapping error, faster dribbling transition",Play Style,Trickster,Performs unique flick Skill Moves,Play Style,Quick Step,Faster acceleration during Explosive Sprint,Play Style,,,,,,,,,,Brazil,FC Porto,Center Attacking Midfielder,Midfielder,86,87,61,73,52,54,80,84,73,71,55,83,70,53,14,6,13,10,9,42,69,65,78,79,75,68,45,75,69,Left Midfielder,Center Midfielder
865,Calvin,Bassey,,185,2,3,2,Premier League,88,,,,,,,,,,,,,,,,,,,,,,,Nigeria,Fulham,Center Back,Defense,75,67,82,86,88,85,66,66,70,68,79,69,36,37,9,7,5,8,7,75,60,44,57,77,71,65,78,55,49,,
866,João Victor,Gomes da Silva,João Gomes,176,3,3,1,Premier League,74,Center Midfielder,Slide Tackle,Stops ball at feet during slide tackles,Play Style,Press Proven,"Close control at jog speed, shields ball more effectively",Play Style,,,,,,,,,,,,,,,,Brazil,Wolves,Center Defensive Midfielder,Midfielder,56,74,69,78,68,84,82,77,72,64,74,73,65,63,7,14,10,14,13,70,77,69,68,75,78,75,81,73,55,,
867,Davide,Calabria,,177,3,3,1,Hellas Liga,70,,,,,,,,,,,,,,,,,,,,,,,Italy,Panathinaikos,Right Back,Defense,79,80,72,73,58,78,81,75,78,76,75,68,48,48,8,14,15,12,7,64,69,48,51,75,73,68,79,64,60,,
868,Romano,Schmid,,168,3,3,1,Bundesliga,73,Center Midfielder,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,,,,,,,,,,,,,,,,,,,Austria,SV Werder Bremen,Center Attacking Midfielder,Midfielder,78,87,55,88,49,44,90,83,72,83,60,84,62,65,7,9,7,9,6,39,72,52,77,79,80,76,57,78,55,,
869,Vitaliy,Mykolenko,,180,2,2,2,Premier League,71,Left Midfielder,Intercept,Increased reach and possession retention in interceptions,Play Style,,,,,,,,,,,,,,,,,,,Ukraine,Everton,Left Back,Defense,70,66,72,79,69,64,68,74,72,74,78,70,44,42,9,8,14,9,14,65,69,50,65,76,74,70,80,70,64,,
870,Enzo,Millot,,174,4,2,2,ROSHN Saudi League,66,Center Midfielder,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Inventive,Fancy and Trivela passes are performed with improved accuracy.,Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,First Touch,"Reduced trapping error, faster dribbling transition",Play Style,,,,,,,,,,France,Al Ahli,Center Attacking Midfielder,Midfielder,77,87,55,75,46,57,85,82,74,70,64,83,71,59,13,15,12,8,8,44,75,62,77,79,80,73,65,78,54,,
871,Alassane,Pléa,,181,4,3,1,Eredivisie,82,Center Attacking Midfielder,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Precision Header,Performs headers with increased accuracy and power.,Play Style,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Inventive,Fancy and Trivela passes are performed with improved accuracy.,Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,First Touch,"Reduced trapping error, faster dribbling transition",Play Style,,,,France,,Striker,Attack,75,77,82,73,73,53,79,80,79,79,29,80,78,73,11,15,16,12,15,73,78,70,80,79,79,79,38,84,80,Left Wing,
872,Aschraf,El Mahdioui,,182,3,4,1,ROSHN Saudi League,71,Center Midfielder,Pinged Pass,Faster ground passes without affecting receiver's trapping,Play Style,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Intercept,Increased reach and possession retention in interceptions,Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,Press Proven,"Close control at jog speed, shields ball more effectively",Play Style,,,,,,,Holland,Al Taawoun,Center Defensive Midfielder,Midfielder,69,75,63,90,75,75,68,79,81,64,75,68,44,65,10,9,9,6,12,54,80,65,57,78,80,66,75,73,53,Center Back,
873,Sem,Steijn,,173,3,3,1,Eredivisie,59,Center Midfielder,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Chip Shot,"Faster, more accurate chip shots",Play Style,Acrobatic,"Perform volleys with increased accuracy, acrobatic volley animations",Play Style,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,Play Style,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",Play Style,,,,,,,Holland,,Center Attacking Midfielder,Midfielder,73,75,71,89,66,78,84,80,77,68,37,75,86,81,7,8,9,6,12,74,69,83,87,82,77,84,40,79,82,,
874,Malick,Thiaw,,194,2,4,1,Premier League,89,,Slide Tackle,Stops ball at feet during slide tackles,Play Style,,,,,,,,,,,,,,,,,,,Germany,Newcastle Utd,Center Back,Defense,72,67,88,76,82,76,54,76,78,55,78,70,43,44,10,6,15,11,9,78,78,64,42,78,81,56,78,65,44,,
875,Jorrel,Hato,,182,2,3,2,Premier League,76,Center Back,Pinged Pass,Faster ground passes without affecting receiver's trapping,Play Style,Jockey,"Faster Sprint Jockey, better transition speed",Play Style,Intercept,Increased reach and possession retention in interceptions,Play Style,Quick Step,Faster acceleration during Explosive Sprint,Play Style,,,,,,,,,,Holland,Chelsea,Left Back,Defense,87,76,91,69,73,72,78,78,78,66,74,70,39,31,8,5,5,13,9,69,74,34,61,79,79,55,77,67,36,,
876,Julian,Weigl,,186,3,3,1,ROSHN Saudi League,77,Center Midfielder,Pinged Pass,Faster ground passes without affecting receiver's trapping,Play Style,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Tiki Taka,Accurate first-time Ground Passes,Play Style,Intercept,Increased reach and possession retention in interceptions,Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,Press Proven,"Close control at jog speed, shields ball more effectively",Play Style,,,,Germany,Al Qadsiah,Center Defensive Midfielder,Midfielder,65,74,75,83,68,72,64,77,78,59,74,71,65,46,6,14,16,11,7,74,84,57,67,78,84,68,78,74,57,Center Back,
877,Gelson Dany,Batalha Martins,Gelson Martins,170,4,2,1,Hellas Liga,74,Left Midfielder,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",Play Style,,,,,,,,,,,,,,,,,,,Portugal,Olympiacos FC,Right Midfielder,Midfielder,90,90,62,74,42,64,85,82,74,72,54,83,68,60,12,9,7,6,9,51,65,66,78,75,75,74,51,70,74,Right Wing,
878,Tomáš,Souček,,192,3,3,1,Premier League,86,Center Midfielder,Precision Header,Performs headers with increased accuracy and power.,Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,,,,,,,,,,,,,,,,Czech Republic,West Ham,Center Defensive Midfielder,Midfielder,42,34,79,87,80,79,48,75,73,68,75,71,72,53,11,13,5,6,8,84,75,70,76,78,75,73,79,71,79,,
879,Ryan,Gauld,,169,4,3,2,MLS,62,Striker,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Inventive,Fancy and Trivela passes are performed with improved accuracy.,Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,,,,,,,,,,Scotland,Whitecaps FC,Left Wing,Attack,82,89,63,89,37,51,91,79,78,78,45,82,70,73,6,14,13,13,15,62,71,75,77,77,77,69,59,81,68,Right Wing,Left Midfielder
880,Luis,Rioja González,Luis Rioja,176,3,4,2,LALIGA EA SPORTS,70,Left Midfielder,Whipped Pass,"Accurate, faster crosses with more curve",Play Style,,,,,,,,,,,,,,,,,,,Spain,Valencia CF,Right Midfielder,Midfielder,79,79,56,77,50,46,80,79,72,77,62,80,76,68,6,9,10,12,14,36,72,74,79,75,76,78,49,70,63,Right Wing,
881,Nathan,Tella,,173,3,3,1,Bundesliga,68,Striker,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",Play Style,Quick Step,Faster acceleration during Explosive Sprint,Play Style,,,,,,,,,,,,,,,,Nigeria,Leverkusen,Right Midfielder,Midfielder,85,85,69,78,52,54,84,79,73,74,55,82,77,45,9,6,8,12,6,58,65,52,78,66,74,80,41,74,73,Center Attacking Midfielder,Right Wing
882,André,Trindade,André,177,2,3,1,Premier League,77,Center Midfielder,Press Proven,"Close control at jog speed, shields ball more effectively",Play Style,,,,,,,,,,,,,,,,,,,Brazil,Wolves,Center Defensive Midfielder,Midfielder,62,74,67,76,67,82,79,77,78,66,73,77,53,52,5,5,9,14,7,58,80,54,65,76,78,69,78,74,53,,
883,Steven,Berghuis,,182,3,2,2,Eredivisie,75,Center Attacking Midfielder,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Pinged Pass,Faster ground passes without affecting receiver's trapping,Play Style,Whipped Pass,"Accurate, faster crosses with more curve",Play Style,Inventive,Fancy and Trivela passes are performed with improved accuracy.,Play Style,First Touch,"Reduced trapping error, faster dribbling transition",Play Style,,,,Holland,,Right Wing,Attack,74,77,58,74,64,72,72,81,79,83,43,75,76,75,9,11,7,7,15,48,81,82,77,74,82,82,37,83,77,Right Midfielder,
884,Nico,Gonzalez,,180,4,2,2,LALIGA EA SPORTS,72,Left Midfielder,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Precision Header,Performs headers with increased accuracy and power.,Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,First Touch,"Reduced trapping error, faster dribbling transition",Play Style,,,,,,,Argentina,Atlético de Madrid,Right Midfielder,Midfielder,79,79,78,73,51,67,75,79,76,76,38,79,78,54,10,6,9,5,8,80,68,81,81,75,79,75,46,69,68,Left Wing,Right Wing
885,Oumar,Solet,,192,2,4,1,Serie A Enilive,88,,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Block,Increased reach and success in blocking,Play Style,,,,,,,,,,,,,,,,France,Udinese,Center Back,Defense,70,60,82,85,88,77,51,72,70,31,80,69,35,34,12,14,10,14,15,70,76,42,59,75,79,64,78,66,33,,
886,Hugo,Duro Perales,Hugo Duro,177,3,4,2,LALIGA EA SPORTS,70,,Precision Header,Performs headers with increased accuracy and power.,Play Style,,,,,,,,,,,,,,,,,,,Spain,Valencia CF,Striker,Attack,69,68,86,76,76,68,69,76,79,66,44,75,80,51,8,14,6,14,15,81,66,69,81,80,73,77,40,72,75,,
887,Ali,Al Musrati,,189,2,2,1,Serie A Enilive,83,Center Midfielder,Pinged Pass,Faster ground passes without affecting receiver's trapping,Play Style,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Intercept,Increased reach and possession retention in interceptions,Play Style,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",Play Style,Bruiser,Stronger physical tackles,Play Style,,,,,,,Libya,Hellas Verona,Center Defensive Midfielder,Midfielder,49,46,71,80,86,79,46,75,79,60,75,69,61,48,15,6,8,8,8,72,84,57,69,75,77,79,77,76,55,,
888,Soufiane,Rahimi,,181,4,4,1,United Emirates League,79,Left Wing,Power Shot,Faster power shots with increased speed,Play Style,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",Play Style,Quick Step,Faster acceleration during Explosive Sprint,Play Style,,,,,,,,,,,,,Morocco,Al Ain FC,Left Midfielder,Midfielder,87,75,77,81,62,52,76,75,74,72,35,79,79,65,8,9,5,8,14,62,66,67,78,75,74,71,34,76,73,Striker,
889,Hirving,Lozano,,176,3,3,1,MLS,70,Right Wing,Whipped Pass,"Accurate, faster crosses with more curve",Play Style,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",Play Style,Quick Step,Faster acceleration during Explosive Sprint,Play Style,,,,,,,,,,,,,Mexico,San Diego FC,Left Wing,Attack,89,86,73,60,54,64,82,78,74,71,42,80,75,65,11,10,14,14,10,62,65,72,80,81,72,75,35,73,74,Left Midfielder,
890,Kevin,Schade,,185,3,4,1,Premier League,74,Left Wing,Chip Shot,"Faster, more accurate chip shots",Play Style,Precision Header,Performs headers with increased accuracy and power.,Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",Play Style,Quick Step,Faster acceleration during Explosive Sprint,Play Style,Long Throw,Powerful throw-ins for greater distance,Play Style,,,,Germany,Brentford,Left Midfielder,Midfielder,93,77,95,72,64,68,78,78,76,72,20,79,78,55,13,11,8,9,10,79,64,68,78,75,73,77,30,71,67,,
891,Cristian,Arango,,178,3,3,1,MLS,70,Center Attacking Midfielder,Chip Shot,"Faster, more accurate chip shots",Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,,,,,,,,,,,,,,,,Colombia,SJ Earthquakes,Striker,Attack,77,75,88,74,76,64,68,79,80,50,44,77,82,69,6,14,9,6,13,77,70,70,80,78,78,78,28,78,68,Left Wing,
892,Chidera,Ejuke,,176,5,2,1,LALIGA EA SPORTS,72,Right Midfielder,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Inventive,Fancy and Trivela passes are performed with improved accuracy.,Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,Trickster,Performs unique flick Skill Moves,Play Style,Quick Step,Faster acceleration during Explosive Sprint,Play Style,,,,,,,Nigeria,Sevilla FC,Left Midfielder,Midfielder,91,92,66,74,61,54,93,80,70,72,30,82,67,64,14,7,6,7,11,37,66,62,70,74,74,77,46,71,59,Left Wing,
893,Mathías,Olivera,,184,3,3,2,Serie A Enilive,78,,Block,Increased reach and success in blocking,Play Style,Bruiser,Stronger physical tackles,Play Style,,,,,,,,,,,,,,,,Uruguay,SSC Napoli,Left Back,Defense,69,65,72,78,67,80,48,76,68,76,78,73,50,41,14,14,12,13,15,68,69,42,64,79,73,56,78,62,38,,
894,Neco,Williams,,183,2,3,1,Premier League,72,Right Back,,,,,,,,,,,,,,,,,,,,,,Wales,Nott'm Forest,Left Back,Defense,70,73,78,74,64,75,73,74,73,77,77,74,45,55,10,11,7,14,15,66,69,45,66,77,74,60,78,68,36,Left Midfielder,
895,Danny,Welbeck,,185,3,4,1,Premier League,73,,Enforcer,Performs dribble Shoulder Challenges and Shielding with increased effectiveness.,Play Style,,,,,,,,,,,,,,,,,,,England,Brighton,Striker,Attack,60,65,83,68,81,78,65,81,80,70,45,78,81,79,9,10,6,12,16,78,65,77,83,81,78,81,40,75,75,,
896,Lars,Unnerstall,,198,1,1,1,Eredivisie,103,,Footwork,"Exclusive foot saves, better performance on low shots",Play Style,,,,,,,,,,,,,,,,,,,Germany,,Goalkeeper,Defense,30,20,60,35,82,36,20,19,58,10,11,16,13,11,78,77,65,78,81,10,29,16,13,74,26,49,17,41,15,,
897,Dénes,Dibusz,,188,1,3,1,Magyar Liga,81,,Cross Claimer,"Unique punching animations, powerful punches, faster crosses coverage",Play Style,,,,,,,,,,,,,,,,,,,Hungary,Ferencvárosi TC,Goalkeeper,Defense,29,21,48,19,36,20,21,20,65,14,12,16,15,19,78,73,75,77,81,18,30,23,13,74,23,56,15,49,16,,
898,Takumi,Minamino,,172,3,4,1,Ligue 1 McDonald's,67,Center Attacking Midfielder,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,,,,,,,,,,,,,,,,,,,Japan,AS Monaco,Left Midfielder,Midfielder,84,89,69,74,58,64,87,80,78,73,34,81,76,69,9,12,8,15,14,53,67,72,77,77,79,71,39,79,72,Left Wing,
899,Jorge,de Frutos Sebastián,De Frutos,173,4,4,1,LALIGA EA SPORTS,72,Left Midfielder,First Touch,"Reduced trapping error, faster dribbling transition",Play Style,Quick Step,Faster acceleration during Explosive Sprint,Play Style,,,,,,,,,,,,,,,,Spain,Rayo Vallecano,Right Midfielder,Midfielder,80,79,69,79,57,58,81,77,76,77,44,79,76,56,13,8,12,14,14,55,70,58,76,75,75,80,38,76,66,Right Wing,
900,Armindo,Tué Na Bangna,Bruma,173,4,3,1,Liga Portugal,70,Left Midfielder,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,Play Style,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",Play Style,Trickster,Performs unique flick Skill Moves,Play Style,Quick Step,Faster acceleration during Explosive Sprint,Play Style,,,,,,,,,,Portugal,SL Benfica,Left Wing,Attack,91,90,71,70,56,60,78,80,80,71,26,81,79,74,11,13,8,12,8,53,61,72,79,66,70,77,27,77,70,Center Attacking Midfielder,
901,Mehdi,Taremi,,187,4,4,1,Hellas Liga,83,,First Touch,"Reduced trapping error, faster dribbling transition",Play Style,,,,,,,,,,,,,,,,,,,Iran,Olympiacos FC,Striker,Attack,77,74,80,65,77,46,62,80,84,70,38,78,80,49,9,11,9,15,8,76,65,85,82,76,79,75,41,81,75,,
902,Musa,Barrow,,183,4,4,1,ROSHN Saudi League,70,Left Midfielder,Power Shot,Faster power shots with increased speed,Play Style,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",Play Style,,,,,,,,,,,,,,,,Gambia,Al Taawoun,Striker,Attack,82,78,79,75,70,40,57,78,70,66,45,79,78,64,8,6,14,14,12,65,61,61,78,78,75,86,20,73,65,Left Wing,Center Attacking Midfielder
903,Dilane,Bakwa,,180,4,2,2,Premier League,77,Right Wing,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",Play Style,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,,,,,,,,,,,,,France,Nott'm Forest,Right Midfielder,Midfielder,90,84,70,74,69,48,76,80,79,74,27,82,72,63,7,12,15,6,5,44,64,59,73,75,75,74,26,76,63,,
904,Estêvão Willian,Almeida,Estêvão,176,4,2,2,Premier League,70,Center Attacking Midfielder,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Inventive,Fancy and Trivela passes are performed with improved accuracy.,Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,Quick Step,Faster acceleration during Explosive Sprint,Play Style,,,,,,,,,,Brazil,Chelsea,Right Midfielder,Midfielder,91,91,66,67,49,62,93,79,80,77,28,82,73,71,9,15,13,6,11,52,66,68,75,74,73,79,34,75,66,Right Wing,
905,Omar,Alderete,,188,2,3,2,Premier League,77,,Precision Header,Performs headers with increased accuracy and power.,Play Style,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,,,,,,,,,,,,,Paraguay,Sunderland,Center Back,Defense,56,68,82,71,81,79,58,69,68,58,80,70,55,53,7,13,14,13,15,79,66,45,62,75,70,74,79,51,48,,
906,Fábio Daniel,Ferreira Vieira,Fábio Vieira,176,3,3,2,Bundesliga,61,Right Midfielder,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",Play Style,Tiki Taka,Accurate first-time Ground Passes,Play Style,,,,,,,,,,,,,,,,Portugal,Hamburger SV,Center Attacking Midfielder,Midfielder,73,77,56,63,48,51,71,80,76,74,57,79,71,68,9,5,15,13,6,46,79,69,73,76,80,77,60,82,65,Center Midfielder,
907,Dominik,Greif,,197,1,3,1,Ligue 1 McDonald's,82,,Far Throw,Unique goalkeeper throw animations with longer throw distance,Play Style,,,,,,,,,,,,,,,,,,,Slovakia,OL,Goalkeeper,Defense,25,21,56,17,60,16,21,17,32,14,8,10,9,10,77,76,78,77,77,10,17,14,7,75,25,59,11,34,5,,
